Skills,Tools,Interest,Education Level,Years of Experience,Recommended Career
"HTML, JavaScript, Hadoop, Power BI, AWS","Kubernetes, Jupyter, Jira",Cloud,Graduate,2,DevOps Engineer
"React, Data Analysis, Networking, SQL, C++, Cybersecurity, Docker","GitLab, Azure Portal, Jupyter, Figma",Web Development,Graduate,3,Frontend Developer
"Spark, CSS, NLP, Deep Learning","Figma, Jira, GitHub, Google Cloud",Cloud,Graduate,1,Cloud Engineer
"TensorFlow, JavaScript, React, Networking","Google Cloud, VS Code, GitLab",Design,Postgraduate,0,UI/UX Designer
"Networking, React, TensorFlow, C++, JavaScript, Kubernetes","AWS EC2, VS Code, Azure Portal",Web Development,Undergraduate,4,Backend Developer
"Power BI, Networking, NLP, SQL","VS Code, Azure Portal",Cybersecurity,Graduate,4,Cybersecurity Analyst
"Java, UI/UX, JavaScript, Machine Learning, Hadoop, Git, Figma","PyCharm, Kubernetes",IoT,Graduate,10,Embedded Systems Engineer
"Power BI, PyTorch, Tableau, Figma, Kubernetes, Spark, Machine Learning","VS Code, Jupyter",Cybersecurity,Postgraduate,3,Security Engineer
"Git, NLP, Hadoop, Machine Learning","Jupyter, PyCharm, VS Code, AWS EC2",Data Science,Undergraduate,2,Data Scientist
"Data Analysis, Tableau, Azure, Statistics, Kubernetes, Networking","AWS EC2, VS Code, Docker, Jira",Cybersecurity,Undergraduate,4,Security Engineer
"Python, PyTorch, SQL, NLP, Azure, JavaScript","Jupyter, Postman",IoT,Postgraduate,2,Embedded Systems Engineer
"Embedded Systems, Docker, Machine Learning, Tableau","Kubernetes, Docker",Cloud,Graduate,0,Cloud Engineer
"Java, Statistics, Python, Node.js, CSS, Linux","GitLab, Postman",Design,Undergraduate,1,UI/UX Designer
"React, NLP, C++, Azure, Tableau, Kubernetes, Networking","GitHub, AWS EC2, Postman, Kubernetes",Cloud,Graduate,10,Cloud Engineer
"Git, TensorFlow, Deep Learning, AWS, Tableau","Kubernetes, VS Code, Jira, Jupyter",Web Development,Postgraduate,3,Frontend Developer
"Embedded Systems, AWS, JavaScript, CSS","GitHub, Google Cloud, GitLab",Web Development,Postgraduate,7,Backend Developer
"JavaScript, Git, HTML, Docker, CSS, Data Analysis, AWS","Jira, Jupyter, GitLab, AWS EC2",Web Development,Undergraduate,7,Backend Developer
"Cybersecurity, UI/UX, TensorFlow, REST APIs","PyCharm, Jupyter",AI/ML,Postgraduate,7,AI Engineer
"Azure, AWS, REST APIs, Git, Power BI","Figma, VS Code",Cloud,Undergraduate,8,Cloud Engineer
"Figma, Java, PyTorch, Tableau, React","Docker, Figma, Jira",Cloud,Graduate,10,DevOps Engineer
"SQL, Linux, Git, Python, Java","Figma, Google Cloud",Cybersecurity,Undergraduate,7,Cybersecurity Analyst
"PyTorch, C++, AWS, Power BI, Node.js, Machine Learning, Data Analysis","Kubernetes, GitHub, Jupyter, Figma",Cloud,Graduate,6,Cloud Engineer
"Java, Linux, UI/UX, SQL, React, Figma","Google Cloud, PyCharm, Kubernetes, Docker",AI/ML,Graduate,2,AI Engineer
"Deep Learning, Java, Kubernetes, CSS, Networking","GitLab, VS Code, Postman, Azure Portal",Cybersecurity,Graduate,9,Security Engineer
"Hadoop, NLP, Linux, UI/UX, SQL","Jupyter, Jira",Cybersecurity,Undergraduate,7,Cybersecurity Analyst
"React, Node.js, Statistics, Hadoop, JavaScript, Tableau, CSS","Docker, Kubernetes",AI/ML,Undergraduate,4,Machine Learning Engineer
"Hadoop, Machine Learning, Deep Learning, NLP, Spark, Power BI, C++","Jira, PyCharm",IoT,Undergraduate,5,Embedded Systems Engineer
"UI/UX, Deep Learning, Tableau, Linux, AWS, Git, Kubernetes","Figma, Azure Portal",Cloud,Undergraduate,3,Cloud Engineer
"Linux, Data Analysis, Statistics, C++","Jupyter, AWS EC2, Azure Portal",Cybersecurity,Graduate,0,Cybersecurity Analyst
"REST APIs, Linux, Statistics, Java, Deep Learning, Power BI","Figma, Docker",Cybersecurity,Undergraduate,10,Cybersecurity Analyst
"Deep Learning, AWS, CSS, Machine Learning, Tableau, REST APIs, Power BI","Docker, Jira",Web Development,Undergraduate,4,Backend Developer
"Python, Hadoop, NLP, Data Analysis","Google Cloud, Figma, Jira",Cloud,Graduate,7,DevOps Engineer
"Cybersecurity, Azure, JavaScript, Machine Learning, Linux","VS Code, Google Cloud",Web Development,Postgraduate,2,Backend Developer
"Java, Cybersecurity, HTML, TensorFlow","VS Code, AWS EC2, Kubernetes",IoT,Undergraduate,1,Embedded Systems Engineer
"Power BI, JavaScript, HTML, Node.js, Deep Learning","Figma, Jira",Cloud,Postgraduate,5,Cloud Engineer
"SQL, Hadoop, React, REST APIs","Docker, Jupyter, AWS EC2",Web Development,Undergraduate,10,Frontend Developer
"Deep Learning, Data Analysis, Git, C++, Cybersecurity, Java, UI/UX","Jira, PyCharm, GitLab",Cybersecurity,Postgraduate,2,Cybersecurity Analyst
"Figma, UI/UX, Statistics, Deep Learning, Tableau, C++","Postman, Jupyter, Google Cloud, VS Code",AI/ML,Undergraduate,8,AI Engineer
"JavaScript, AWS, Machine Learning, React","Docker, Google Cloud",Cloud,Graduate,10,Cloud Engineer
"AWS, TensorFlow, Docker, HTML, Power BI","GitHub, Kubernetes",IoT,Undergraduate,1,Embedded Systems Engineer
"CSS, React, Azure, Tableau, Data Analysis","Azure Portal, Jira, Google Cloud, Jupyter",AI/ML,Undergraduate,9,Machine Learning Engineer
"TensorFlow, Cybersecurity, PyTorch, HTML","Azure Portal, VS Code",Data Science,Undergraduate,3,Data Analyst
"PyTorch, Statistics, Cybersecurity, Node.js, Docker, AWS","Kubernetes, PyCharm, Google Cloud, VS Code",Design,Undergraduate,3,UI/UX Designer
"Networking, UI/UX, Figma, TensorFlow, Data Analysis, Power BI","Azure Portal, GitHub",Design,Graduate,6,UI/UX Designer
"JavaScript, TensorFlow, Java, Docker, REST APIs","VS Code, PyCharm, Azure Portal",IoT,Graduate,4,Embedded Systems Engineer
"Embedded Systems, React, Java, Tableau, Kubernetes, Data Analysis, Linux","VS Code, PyCharm, Figma, Kubernetes",Design,Postgraduate,1,UI/UX Designer
"Kubernetes, Power BI, Machine Learning, Python, Docker, Git, Deep Learning","Kubernetes, VS Code",AI/ML,Undergraduate,8,AI Engineer
"Spark, Embedded Systems, Git, Power BI, NLP, Java, Deep Learning","GitLab, VS Code, Docker, Kubernetes",Cloud,Postgraduate,5,Cloud Engineer
"Linux, Kubernetes, HTML, Statistics","Kubernetes, GitLab",Web Development,Undergraduate,9,Frontend Developer
"C++, React, JavaScript, Figma, SQL, Power BI","VS Code, Postman",IoT,Graduate,1,Embedded Systems Engineer
"AWS, SQL, HTML, TensorFlow, Hadoop","Postman, Figma",AI/ML,Postgraduate,4,AI Engineer
"REST APIs, Networking, Machine Learning, Spark, Cybersecurity, Kubernetes","Docker, Figma, AWS EC2, PyCharm",Cybersecurity,Postgraduate,8,Security Engineer
"Data Analysis, PyTorch, NLP, Figma, Python","Kubernetes, PyCharm, VS Code, Azure Portal",Cloud,Postgraduate,0,DevOps Engineer
"Spark, Python, Kubernetes, Figma, AWS","AWS EC2, Jira, Figma",IoT,Postgraduate,0,Embedded Systems Engineer
"Machine Learning, NLP, Docker, Deep Learning, PyTorch, Spark, UI/UX","Google Cloud, AWS EC2, PyCharm, GitLab",Cybersecurity,Undergraduate,9,Security Engineer
"CSS, Embedded Systems, AWS, Linux, TensorFlow","PyCharm, AWS EC2",Data Science,Postgraduate,4,Data Analyst
"Power BI, Linux, Deep Learning, CSS, React","Kubernetes, GitHub, GitLab, Google Cloud",Web Development,Graduate,0,Frontend Developer
"Python, PyTorch, Cybersecurity, Linux, Power BI, Java, NLP","Docker, Azure Portal",IoT,Graduate,5,Embedded Systems Engineer
"Networking, AWS, Data Analysis, Docker, C++, Figma, Embedded Systems","Postman, GitLab, Kubernetes",Cybersecurity,Postgraduate,8,Cybersecurity Analyst
"Java, Figma, Embedded Systems, Spark","Jira, VS Code, Kubernetes",Cloud,Undergraduate,6,Cloud Engineer
"TensorFlow, Cybersecurity, JavaScript, Networking, Kubernetes","Google Cloud, GitHub, AWS EC2, Jira",Cybersecurity,Graduate,2,Cybersecurity Analyst
"Kubernetes, Power BI, Node.js, REST APIs, Java, React, Git","Figma, Google Cloud, Jupyter",Cloud,Postgraduate,6,Cloud Engineer
"Linux, UI/UX, HTML, Kubernetes, AWS","Azure Portal, Postman",Design,Undergraduate,6,UI/UX Designer
"Data Analysis, Spark, Java, Tableau, C++, CSS, Kubernetes","VS Code, Postman, Azure Portal, Figma",Cloud,Graduate,9,Cloud Engineer
"Python, Node.js, Hadoop, UI/UX","Figma, Jira, Google Cloud",Data Science,Undergraduate,10,Data Scientist
"NLP, SQL, TensorFlow, Deep Learning, Git","Google Cloud, Postman, Jupyter",Web Development,Postgraduate,7,Frontend Developer
"Docker, HTML, UI/UX, React, CSS, Node.js, Figma","VS Code, AWS EC2, GitLab, Google Cloud",Cloud,Graduate,8,DevOps Engineer
"JavaScript, Networking, Java, UI/UX","Azure Portal, GitLab, Jupyter",AI/ML,Undergraduate,4,AI Engineer
"Tableau, Embedded Systems, React, Python, CSS, Machine Learning","AWS EC2, GitHub, Azure Portal",Design,Graduate,5,UI/UX Designer
"Networking, Tableau, AWS, NLP, Git, JavaScript, PyTorch","Jira, AWS EC2",Design,Graduate,0,UI/UX Designer
"NLP, Azure, Linux, React, C++, Java","Jira, GitLab, Postman, AWS EC2",Data Science,Postgraduate,0,Data Scientist
"Kubernetes, Figma, Azure, C++, Git","Kubernetes, Postman, VS Code",AI/ML,Graduate,0,AI Engineer
"Tableau, Embedded Systems, Power BI, Python, Networking","GitHub, GitLab, Figma, Docker",IoT,Graduate,9,Embedded Systems Engineer
"JavaScript, CSS, Spark, React, Hadoop, Git, Node.js","AWS EC2, VS Code",Data Science,Graduate,1,Data Analyst
"Tableau, AWS, SQL, Python, Spark, UI/UX","Jupyter, VS Code, PyCharm",Design,Undergraduate,3,UI/UX Designer
"SQL, REST APIs, CSS, Linux, Figma, Spark, JavaScript","Jupyter, PyCharm",AI/ML,Graduate,0,Machine Learning Engineer
"REST APIs, Docker, C++, Python, Machine Learning","VS Code, Kubernetes, Jira, GitLab",Cloud,Graduate,2,Cloud Engineer
"Data Analysis, TensorFlow, JavaScript, AWS, Python, Tableau","Jira, Postman, Google Cloud",Cloud,Undergraduate,4,DevOps Engineer
"Cybersecurity, Spark, SQL, Deep Learning, Data Analysis, HTML","Jira, Docker, Figma, VS Code",Cloud,Graduate,5,DevOps Engineer
"Machine Learning, Azure, Figma, REST APIs, Deep Learning, Networking, React","PyCharm, GitHub, Kubernetes, Google Cloud",Data Science,Undergraduate,9,Data Scientist
"Node.js, Deep Learning, Python, PyTorch, Power BI, TensorFlow","PyCharm, GitHub, VS Code",AI/ML,Undergraduate,0,AI Engineer
"AWS, Deep Learning, Cybersecurity, Statistics, UI/UX","GitLab, Postman",Design,Undergraduate,8,UI/UX Designer
"Deep Learning, Machine Learning, C++, Power BI, Java, Embedded Systems","Azure Portal, AWS EC2, Jira",Data Science,Postgraduate,2,Data Scientist
"Docker, Kubernetes, Data Analysis, Node.js, REST APIs, Hadoop","Azure Portal, Kubernetes, Figma",Cybersecurity,Undergraduate,10,Cybersecurity Analyst
"SQL, Java, Linux, CSS","VS Code, AWS EC2, Postman, Kubernetes",Web Development,Undergraduate,8,Frontend Developer
"TensorFlow, Java, Machine Learning, PyTorch, Docker","GitLab, VS Code",Cybersecurity,Graduate,1,Security Engineer
"C++, Java, CSS, HTML, Spark, NLP, JavaScript","VS Code, AWS EC2",Design,Undergraduate,6,UI/UX Designer
"CSS, C++, Hadoop, Azure","Postman, VS Code, Google Cloud",Design,Graduate,2,UI/UX Designer
"Data Analysis, Spark, TensorFlow, PyTorch, NLP, Git, AWS","Azure Portal, VS Code, Figma",Cybersecurity,Undergraduate,1,Security Engineer
"Azure, Figma, Python, Kubernetes, Cybersecurity, Machine Learning","Jupyter, VS Code, GitLab, Figma",Data Science,Graduate,2,Data Analyst
"TensorFlow, SQL, Figma, AWS, Azure","Jira, Docker, Azure Portal, GitLab",Web Development,Undergraduate,8,Backend Developer
"React, Kubernetes, PyTorch, Data Analysis, Deep Learning","Azure Portal, Google Cloud",AI/ML,Graduate,3,Machine Learning Engineer
"REST APIs, Azure, Networking, Linux, Data Analysis, Java","Kubernetes, GitLab",Design,Undergraduate,6,UI/UX Designer
"UI/UX, PyTorch, TensorFlow, REST APIs","Kubernetes, Docker, Figma",AI/ML,Postgraduate,3,Machine Learning Engineer
"Figma, Hadoop, Git, Linux, Spark","Azure Portal, Kubernetes, Jupyter",Design,Graduate,0,UI/UX Designer
"TensorFlow, Figma, NLP, C++, Power BI, React, Node.js","PyCharm, GitHub, VS Code",Cybersecurity,Postgraduate,5,Cybersecurity Analyst
"Node.js, CSS, REST APIs, Data Analysis, Figma","Azure Portal, Jupyter, Kubernetes",Cloud,Postgraduate,5,DevOps Engineer
"PyTorch, Embedded Systems, C++, React, Git, Machine Learning","GitLab, Figma",Cloud,Postgraduate,9,DevOps Engineer
"AWS, Spark, REST APIs, SQL, UI/UX, Hadoop, TensorFlow","Jupyter, VS Code, PyCharm",IoT,Undergraduate,2,Embedded Systems Engineer
"Node.js, SQL, React, Python, Linux, Embedded Systems","Google Cloud, VS Code, PyCharm",Cybersecurity,Graduate,5,Cybersecurity Analyst
"TensorFlow, Python, Tableau, REST APIs, Data Analysis, C++","Google Cloud, GitLab, Kubernetes",Data Science,Graduate,4,Data Analyst
"TensorFlow, AWS, Node.js, UI/UX, Linux","VS Code, Figma, Google Cloud, Azure Portal",Design,Graduate,6,UI/UX Designer
"React, Azure, NLP, C++, Cybersecurity","Google Cloud, Figma, VS Code, GitLab",Design,Undergraduate,10,UI/UX Designer
"Node.js, C++, Figma, Linux, NLP","AWS EC2, Azure Portal, Docker",Data Science,Graduate,3,Data Analyst
"Figma, Linux, Python, CSS, Networking, Node.js, Spark","VS Code, Kubernetes",IoT,Undergraduate,3,Embedded Systems Engineer
"Machine Learning, Data Analysis, Statistics, Kubernetes","Kubernetes, Postman, VS Code",Cybersecurity,Postgraduate,0,Security Engineer
"PyTorch, Hadoop, Linux, HTML","GitLab, PyCharm, Azure Portal",Design,Postgraduate,8,UI/UX Designer
"Embedded Systems, Linux, Hadoop, Networking, PyTorch","VS Code, Azure Portal, Kubernetes, AWS EC2",Data Science,Undergraduate,9,Data Scientist
"Statistics, Tableau, JavaScript, Hadoop","Postman, VS Code, Jira",Design,Postgraduate,2,UI/UX Designer
"AWS, Embedded Systems, React, Docker, Node.js","AWS EC2, PyCharm, GitLab",AI/ML,Undergraduate,9,Machine Learning Engineer
"Statistics, Spark, NLP, JavaScript, Python, SQL","Azure Portal, GitLab, Kubernetes, Jira",Cybersecurity,Graduate,3,Security Engineer
"CSS, TensorFlow, NLP, Statistics, Hadoop, AWS","AWS EC2, Kubernetes, Google Cloud",IoT,Graduate,9,Embedded Systems Engineer
"REST APIs, Statistics, Cybersecurity, PyTorch, Figma, Azure","GitHub, Docker, AWS EC2",AI/ML,Postgraduate,5,Machine Learning Engineer
"Cybersecurity, Figma, Networking, Machine Learning, Spark, UI/UX","Jupyter, Docker, GitLab, Postman",IoT,Postgraduate,0,Embedded Systems Engineer
"Node.js, Spark, Git, JavaScript, C++, Java","Jupyter, AWS EC2, GitHub",Design,Postgraduate,0,UI/UX Designer
"Python, Figma, TensorFlow, CSS, UI/UX, JavaScript, SQL","Google Cloud, VS Code, AWS EC2",Data Science,Graduate,8,Data Scientist
"Spark, SQL, NLP, AWS, Azure","PyCharm, Jupyter, Kubernetes",AI/ML,Postgraduate,4,Machine Learning Engineer
"Java, NLP, Power BI, Data Analysis, Hadoop, UI/UX","Docker, Jupyter",AI/ML,Postgraduate,9,AI Engineer
"Linux, Azure, Networking, Data Analysis, Machine Learning, C++, Kubernetes","Kubernetes, Jira, AWS EC2",Data Science,Postgraduate,4,Data Analyst
"C++, Statistics, Figma, Spark, Machine Learning, Git","Docker, Kubernetes, Postman, AWS EC2",Data Science,Postgraduate,4,Data Scientist
"C++, Tableau, Java, Data Analysis, Python, JavaScript","Postman, Azure Portal, Kubernetes, GitLab",Cybersecurity,Undergraduate,7,Security Engineer
"C++, Python, Java, Azure, Power BI, Networking, Statistics","PyCharm, Jupyter, Google Cloud, AWS EC2",Cybersecurity,Postgraduate,5,Security Engineer
"Kubernetes, Power BI, Figma, Networking, PyTorch","Postman, Figma, PyCharm, Kubernetes",Design,Graduate,5,UI/UX Designer
"Figma, CSS, Cybersecurity, Azure","Kubernetes, Jira",Cybersecurity,Postgraduate,1,Security Engineer
"Figma, Hadoop, NLP, Power BI, Networking, JavaScript","Azure Portal, GitLab",Cybersecurity,Postgraduate,2,Security Engineer
"Figma, Git, Java, Embedded Systems","PyCharm, Jira",Cybersecurity,Undergraduate,3,Cybersecurity Analyst
"Tableau, Deep Learning, Linux, Embedded Systems","GitLab, Docker",Cloud,Graduate,0,DevOps Engineer
"C++, Cybersecurity, SQL, Linux, TensorFlow, CSS, Docker","Docker, Jira, Azure Portal",Cybersecurity,Undergraduate,3,Security Engineer
"React, C++, Git, Machine Learning","Jira, GitHub, AWS EC2, Jupyter",Design,Postgraduate,3,UI/UX Designer
"Cybersecurity, C++, UI/UX, Power BI, Figma","AWS EC2, GitLab, Azure Portal",IoT,Undergraduate,7,Embedded Systems Engineer
"Figma, Hadoop, Embedded Systems, Docker, UI/UX, Networking, TensorFlow","PyCharm, Azure Portal, Docker",IoT,Postgraduate,2,Embedded Systems Engineer
"CSS, Linux, TensorFlow, Deep Learning, Machine Learning","Jira, Kubernetes",Design,Postgraduate,4,UI/UX Designer
"UI/UX, AWS, Spark, Deep Learning, REST APIs, Power BI","Azure Portal, Kubernetes, GitHub, Jupyter",Design,Undergraduate,2,UI/UX Designer
"JavaScript, Power BI, Machine Learning, AWS","Jira, AWS EC2, Kubernetes, PyCharm",Data Science,Graduate,9,Data Analyst
"Git, Python, PyTorch, UI/UX","AWS EC2, Azure Portal, Jupyter",Design,Graduate,1,UI/UX Designer
"Cybersecurity, Tableau, Deep Learning, Git, Spark, Azure","PyCharm, Kubernetes, VS Code, GitLab",Cybersecurity,Postgraduate,10,Cybersecurity Analyst
"React, Tableau, Power BI, Azure, Docker","Jira, PyCharm, Postman",Cybersecurity,Undergraduate,9,Cybersecurity Analyst
"Figma, TensorFlow, Machine Learning, Node.js, Docker, Cybersecurity","PyCharm, Kubernetes, Azure Portal",Data Science,Undergraduate,6,Data Analyst
"C++, UI/UX, Spark, Data Analysis, Networking, Node.js, Azure","Postman, VS Code, Azure Portal",Web Development,Postgraduate,5,Frontend Developer
"SQL, Figma, Embedded Systems, Git, Kubernetes, Statistics, CSS","Jira, Figma",Design,Postgraduate,4,UI/UX Designer
"Spark, Networking, AWS, Java, Embedded Systems, REST APIs, Deep Learning","VS Code, AWS EC2, Kubernetes",Web Development,Undergraduate,1,Backend Developer
"Tableau, TensorFlow, PyTorch, Cybersecurity, Hadoop","Kubernetes, Figma",Cybersecurity,Postgraduate,1,Security Engineer
"AWS, Git, UI/UX, Hadoop, Data Analysis, HTML","Kubernetes, GitLab, Azure Portal",AI/ML,Undergraduate,7,AI Engineer
"Figma, React, CSS, JavaScript, Networking, Docker","Postman, GitHub, GitLab",Web Development,Graduate,5,Frontend Developer
"Statistics, PyTorch, UI/UX, Data Analysis, Power BI, Cybersecurity","Figma, Kubernetes, AWS EC2, Azure Portal",Design,Undergraduate,1,UI/UX Designer
"Java, Node.js, Linux, Power BI, PyTorch, CSS, Tableau","Google Cloud, VS Code, Docker",Cybersecurity,Postgraduate,9,Cybersecurity Analyst
"Machine Learning, NLP, Python, UI/UX, SQL, React","AWS EC2, GitLab",Design,Undergraduate,2,UI/UX Designer
"Kubernetes, Git, Power BI, Spark, NLP","Azure Portal, GitLab, Jira",Web Development,Graduate,5,Frontend Developer
"HTML, Node.js, Deep Learning, TensorFlow, AWS, CSS, Java","Azure Portal, GitHub, AWS EC2, VS Code",IoT,Graduate,3,Embedded Systems Engineer
"Azure, Networking, Docker, Hadoop, Cybersecurity, Java","Google Cloud, Docker",AI/ML,Undergraduate,7,AI Engineer
"Docker, Power BI, CSS, Figma, HTML","PyCharm, VS Code",Web Development,Graduate,4,Frontend Developer
"Kubernetes, Cybersecurity, Figma, Data Analysis, CSS, JavaScript","Jupyter, Postman, GitLab, Docker",IoT,Graduate,6,Embedded Systems Engineer
"Embedded Systems, Linux, React, TensorFlow, Node.js, Statistics, Deep Learning","Kubernetes, GitHub, Figma, GitLab",Data Science,Undergraduate,0,Data Scientist
"SQL, Embedded Systems, Networking, Linux, Git, Azure","GitLab, Jupyter",Web Development,Undergraduate,2,Backend Developer
"Azure, SQL, Java, CSS, REST APIs","AWS EC2, Postman, PyCharm, Figma",AI/ML,Postgraduate,7,Machine Learning Engineer
"Kubernetes, Embedded Systems, C++, Tableau, Statistics","VS Code, Figma, Kubernetes, PyCharm",Web Development,Undergraduate,8,Backend Developer
"Cybersecurity, Embedded Systems, Data Analysis, React","AWS EC2, Figma, Kubernetes, Azure Portal",AI/ML,Undergraduate,4,Machine Learning Engineer
"Machine Learning, C++, Java, Deep Learning, Data Analysis, Figma, JavaScript","VS Code, Jupyter",Web Development,Undergraduate,6,Backend Developer
"TensorFlow, Spark, Power BI, Git, C++, SQL","AWS EC2, GitHub",Cybersecurity,Undergraduate,0,Security Engineer
